Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2009-03-23 00:00:00.000 +0100,Breezy and Mostly Cloudy,rain,6.666666666666668,2.0722222222222206,0.6,32.2,320.0,15.134000000000002,0.0,1012.7,Breezy starting in the morning continuing until afternoon and mostly cloudy starting in the morning.
2009-04-28 00:00:00.000 +0200,Clear,rain,10.555555555555557,10.555555555555557,0.52,17.71,130.0,16.1,0.0,1015.2,Breezy starting in the morning continuing until afternoon and partly cloudy starting in the morning.
2015-01-04 00:00:00.000 +0100,Clear,rain,2.1722222222222203,-0.9333333333333332,0.73,10.996300000000002,151.0,7.212800000000001,0.0,0.0,Breezy starting in the morning continuing until night.
2006-03-13 00:00:00.000 +0100,Windy and Overcast,rain,0.0277777777777762,-7.550000000000002,0.72,42.6328,20.0,12.042800000000002,0.0,1012.8,Breezy starting overnight continuing until afternoon and foggy starting in the morning continuing until evening.
2007-01-19 00:00:00.000 +0100,Breezy and Overcast,rain,10.716666666666663,10.716666666666663,0.68,34.72770000000001,210.0,15.826300000000002,0.0,1005.88,Breezy starting overnight continuing until afternoon and mostly cloudy starting overnight continuing until evening.
2007-02-26 00:00:00.000 +0100,Breezy and Overcast,rain,1.0888888888888897,-5.072222222222221,0.69,30.429000000000002,150.0,15.826300000000002,0.0,1012.49,Breezy starting overnight continuing until morning and foggy in the evening.
2009-12-23 00:00:00.000 +0100,Breezy and Overcast,rain,2.7777777777777777,-3.027777777777777,0.79,32.2,140.0,16.1,0.0,1006.3,Breezy starting overnight continuing until morning and foggy overnight.
2008-01-28 00:00:00.000 +0100,Windy and Partly Cloudy,rain,6.683333333333334,0.8222222222222205,0.69,53.1944,311.0,15.8746,0.0,1015.53,Breezy starting overnight continuing until morning and partly cloudy starting in the morning.
2006-10-30 00:00:00.000 +0100,Breezy and Partly Cloudy,rain,11.644444444444444,11.644444444444444,0.77,38.7205,309.0,15.826300000000002,0.0,1007.85,Breezy starting overnight continuing until morning and partly cloudy starting overnight continuing until evening.
2014-12-29 00:00:00.000 +0100,Breezy,snow,-2.2222222222222223,-9.705555555555557,0.74,33.2948,0.0,6.117999999999999,0.0,0.0,Breezy starting overnight continuing until morning.
2009-10-13 00:00:00.000 +0200,Breezy and Overcast,rain,9.444444444444443,5.938888888888887,0.93,28.98,330.0,6.117999999999999,0.0,1001.3,Breezy until afternoon and mostly cloudy throughout the day.
2014-05-15 00:00:00.000 +0200,Breezy and Overcast,rain,10.494444444444444,10.494444444444444,0.86,34.4057,330.0,9.982,0.0,1006.26,Breezy until afternoon and overcast throughout the day.
2013-03-22 00:00:00.000 +0100,Windy and Overcast,rain,2.244444444444444,-4.422222222222223,0.91,40.6042,300.0,11.0446,0.0,1007.62,Breezy until evening and foggy in the morning.
2006-11-06 00:00:00.000 +0100,Breezy and Mostly Cloudy,rain,7.916666666666668,3.766666666666668,0.82,31.3789,270.0,14.9569,0.0,1016.08,Breezy until morning and mostly cloudy throughout the day.
2006-07-19 00:00:00.000 +0200,Clear,rain,16.333333333333332,16.333333333333332,0.8,3.0751,280.0,15.826300000000002,0.0,1022.1,Clear throughout the day.
2016-10-15 00:00:00.000 +0200,Mostly Cloudy,,9.355555555555558,7.427777777777778,0.77,12.8478,97.0,16.1,0.0,1019.89,Drizzle starting in the evening.
2016-10-16 00:00:00.000 +0200,Drizzle,rain,11.544444444444444,11.544444444444444,0.86,7.357700000000001,151.0,15.504300000000002,0.0,1018.53,Drizzle until morning.
2009-11-28 00:00:00.000 +0100,Mostly Cloudy,rain,8.888888888888891,8.888888888888891,0.86,0.0,0.0,6.117999999999999,0.0,1014.8,Foggy in the afternoon.
2006-04-11 00:00:00.000 +0200,Overcast,rain,13.77222222222222,13.77222222222222,0.6,17.0982,160.0,15.826300000000002,0.0,1007.36,Foggy in the evening.
2006-03-12 00:00:00.000 +0100,Overcast,rain,1.594444444444443,1.594444444444443,0.92,3.5420000000000007,313.0,7.905100000000001,0.0,1007.04,Foggy in the morning and breezy starting in the afternoon continuing until night.
2006-04-21 00:00:00.000 +0200,Mostly Cloudy,rain,11.527777777777779,11.527777777777779,0.96,3.1556,358.0,4.508,0.0,1016.43,Foggy in the morning.
2006-04-12 00:00:00.000 +0200,Foggy,rain,8.199999999999998,5.072222222222224,0.96,20.447,341.0,3.1073,0.0,1004.8,Foggy overnight and breezy in the morning.
2006-02-28 00:00:00.000 +0100,Clear,snow,-4.038888888888889,-4.038888888888889,0.92,4.83,70.0,9.8049,0.0,0.0,Foggy overnight.
2012-12-08 00:00:00.000 +0100,Overcast,snow,-2.344444444444444,-7.0777777777777775,0.76,14.007,80.0,15.826300000000002,0.0,1013.8,Foggy starting in the afternoon and breezy starting in the afternoon continuing until evening.
2006-02-08 00:00:00.000 +0100,Overcast,snow,-4.333333333333333,-10.683333333333334,0.83,19.9962,191.0,3.912300000000001,0.0,1015.95,Foggy starting in the afternoon continuing until evening.
2007-12-11 00:00:00.000 +0100,Overcast,rain,5.0,1.872222222222221,0.89,14.312900000000004,261.0,7.744099999999999,0.0,1006.89,Foggy starting in the afternoon continuing until night.
2006-12-31 00:00:00.000 +0100,Clear,snow,-3.355555555555555,-7.538888888888887,0.88,10.835300000000002,129.0,5.9731000000000005,0.0,1036.82,Foggy starting in the afternoon.
2006-12-02 00:00:00.000 +0100,Overcast,rain,6.111111111111112,6.111111111111112,0.96,3.4937,140.0,3.4454,0.0,1034.7,Foggy starting in the evening continuing until night.
2006-12-11 00:00:00.000 +0100,Clear,rain,1.872222222222221,-0.14999999999999974,0.91,6.8264000000000005,243.0,15.826300000000002,0.0,1033.2,Foggy starting in the evening.
2010-01-08 00:00:00.000 +0100,Foggy,snow,-0.04999999999999992,-0.04999999999999992,0.96,3.5098000000000003,86.0,2.9624,0.0,1018.37,Foggy starting in the morning continuing until afternoon and breezy starting in the evening.
2006-01-31 00:00:00.000 +0100,Overcast,snow,-0.06666666666666722,-0.06666666666666722,0.89,3.6708,281.0,5.9248,0.0,1025.6,Foggy starting in the morning continuing until afternoon.
2014-12-28 00:00:00.000 +0100,Clear,snow,-2.2222222222222223,-7.033333333333332,0.75,14.49,120.0,0.0,0.0,0.0,Foggy starting in the morning continuing until evening and breezy in the evening.
2006-12-23 00:00:00.000 +0100,Clear,snow,-1.2722222222222217,-5.15,0.92,11.27,270.0,6.117999999999999,0.0,1041.59,Foggy starting in the morning continuing until evening.
2007-12-21 00:00:00.000 +0100,Overcast,snow,-3.333333333333333,-3.333333333333333,0.85,3.0751,337.0,5.957000000000002,0.0,1039.34,Foggy starting in the morning continuing until night.
2007-12-29 00:00:00.000 +0100,Overcast,snow,-4.933333333333334,-4.933333333333334,0.88,3.2361,142.0,3.9606,0.0,1038.93,Foggy starting in the morning.
2010-01-03 00:00:00.000 +0100,Foggy,snow,-1.183333333333333,-7.494444444444443,0.96,25.6956,320.0,1.9159,0.0,1009.66,Foggy starting overnight continuing until afternoon and breezy in the morning.
2006-12-24 00:00:00.000 +0100,Foggy,rain,1.6944444444444429,1.6944444444444429,0.94,1.8515,279.0,1.932,0.0,1040.81,Foggy starting overnight continuing until afternoon.
2006-12-03 00:00:00.000 +0100,Foggy,snow,-2.1333333333333333,-2.1333333333333333,1.0,0.0,0.0,0.3381,0.0,1028.01,Foggy starting overnight continuing until evening.
2010-03-28 00:00:00.000 +0100,Overcast,rain,7.716666666666668,5.816666666666666,0.93,10.5294,214.0,6.2951000000000015,0.0,1009.15,Foggy starting overnight continuing until morning and breezy in the afternoon.
2009-10-12 00:00:00.000 +0200,Partly Cloudy,rain,8.888888888888891,8.888888888888891,0.93,3.22,220.0,4.025,0.0,1013.8,Foggy starting overnight continuing until morning and breezy starting in the evening continuing until night.
2009-03-04 00:00:00.000 +0100,Foggy,rain,5.5555555555555545,5.5555555555555545,0.93,3.22,130.0,2.5760000000000005,0.0,1015.6,Foggy starting overnight continuing until morning and breezy starting in the evening.
2010-02-13 00:00:00.000 +0100,Foggy,rain,0.5111111111111121,-4.666666666666666,0.96,20.6402,350.0,1.4007,0.0,1004.49,Foggy starting overnight continuing until morning and breezy starting in the morning continuing until afternoon.
2006-04-20 00:00:00.000 +0200,Partly Cloudy,rain,11.827777777777774,11.827777777777774,0.92,3.0268,311.0,15.826300000000002,0.0,1011.68,Foggy starting overnight continuing until morning.
2006-01-13 00:00:00.000 +0100,Foggy,snow,-0.5777777777777773,-0.5777777777777773,0.92,3.2844,8.0,2.9463000000000004,0.0,1037.15,Foggy starting overnight continuing until night.
2006-12-28 00:00:00.000 +0100,Foggy,snow,-5.0,-7.899999999999999,0.96,6.3112,169.0,0.805,0.0,1034.7,Foggy starting overnight.
2006-12-12 00:00:00.000 +0100,Foggy,rain,2.372222222222224,2.372222222222224,0.96,2.5438,21.0,0.16100000000000006,0.0,1029.02,Foggy throughout the day.
2006-11-24 00:00:00.000 +0100,Foggy,rain,7.200000000000001,5.077777777777778,0.93,11.1895,188.0,2.9785000000000004,0.0,1013.88,Foggy until afternoon.
2007-12-22 00:00:00.000 +0100,Foggy,snow,-4.466666666666666,-4.466666666666666,0.88,3.3649,190.0,2.9785000000000004,0.0,1038.46,Foggy until evening.
2006-12-29 00:00:00.000 +0100,Foggy,snow,-4.305555555555555,-4.305555555555555,0.96,3.3005,220.0,0.3220000000000001,0.0,1027.06,Foggy until morning.
2007-12-19 00:00:00.000 +0100,Foggy,snow,-8.677777777777777,-8.677777777777777,0.84,3.22,270.0,0.6279,0.0,1038.68,Foggy until night.
2012-04-17 00:00:00.000 +0200,Overcast,,9.155555555555551,6.25,0.81,20.752900000000004,341.0,15.134000000000002,0.0,1007.67,Light rain in the morning and afternoon.
2012-04-12 00:00:00.000 +0200,Mostly Cloudy,,10.1,10.1,0.61,11.3666,180.0,16.1,0.0,1002.25,Light rain in the morning.
2016-10-25 00:00:00.000 +0200,Mostly Cloudy,,11.05,11.05,0.85,18.724300000000003,164.0,9.9981,0.0,1023.28,Light rain overnight.
2016-10-12 00:00:00.000 +0200,Foggy,rain,8.238888888888887,7.355555555555558,0.96,6.3756,349.0,2.0286,0.0,1010.84,Light rain starting overnight.
2012-04-14 00:00:00.000 +0200,Light Rain,rain,12.611111111111114,12.611111111111114,0.62,5.2647,55.0,16.1,0.0,999.78,Light rain until morning.
2014-12-27 00:00:00.000 +0100,Clear,snow,-1.1111111111111112,-6.938888888888887,0.68,22.1697,320.0,9.982,0.0,0.0,Mostly cloudy overnight.
2007-01-18 00:00:00.000 +0100,Clear,rain,1.0888888888888897,-0.9666666666666658,0.92,6.5527000000000015,179.0,5.9248,0.0,1024.77,Mostly cloudy starting in the afternoon continuing until night.
2006-09-17 00:00:00.000 +0200,Mostly Cloudy,rain,19.283333333333328,19.283333333333328,0.55,10.9319,116.0,15.826300000000002,0.0,1015.25,Mostly cloudy starting in the afternoon.
2013-12-02 00:00:00.000 +0100,Clear,snow,-2.233333333333333,-4.705555555555555,0.92,6.2951000000000015,202.0,7.1323,0.0,1027.4,Mostly cloudy starting in the evening.
2009-09-29 00:00:00.000 +0200,Clear,rain,12.777777777777779,12.777777777777779,0.8,0.0,0.0,9.982,0.0,1019.2,Mostly cloudy starting in the morning and breezy in the afternoon.
2007-04-18 00:00:00.000 +0200,Partly Cloudy,rain,8.994444444444444,8.177777777777777,0.65,6.5527000000000015,212.0,15.826300000000002,0.0,1016.2,Mostly cloudy starting in the morning and breezy in the evening.
2008-01-05 00:00:00.000 +0100,Clear,snow,-9.05,-14.294444444444444,0.78,10.5616,129.0,11.5437,0.0,1033.99,Mostly cloudy starting in the morning and breezy overnight.
2012-03-11 00:00:00.000 +0100,Clear,snow,-2.7777777777777777,-2.7777777777777777,0.85,3.22,270.0,6.117999999999999,0.0,1030.4,Mostly cloudy starting in the morning and breezy starting in the afternoon continuing until evening.
2014-03-15 00:00:00.000 +0100,Clear,rain,5.4944444444444445,3.1500000000000012,0.65,10.5616,161.0,15.826300000000002,0.0,1020.58,Mostly cloudy starting in the morning and windy in the evening.
2006-09-16 00:00:00.000 +0200,Mostly Cloudy,rain,19.18888888888889,19.18888888888889,0.62,10.8675,97.0,15.826300000000002,0.0,1015.51,Mostly cloudy starting in the morning continuing until afternoon.
2006-09-29 00:00:00.000 +0200,Clear,rain,13.127777777777776,13.127777777777776,0.93,0.0,0.0,8.1305,0.0,1012.75,Mostly cloudy starting in the morning continuing until evening.
2009-07-18 00:00:00.000 +0200,Clear,rain,23.88888888888889,23.88888888888889,0.71,11.27,140.0,16.1,0.0,1010.3,Mostly cloudy starting in the morning continuing until night and breezy in the afternoon.
2006-11-09 00:00:00.000 +0100,Mostly Cloudy,rain,4.01111111111111,4.01111111111111,0.95,3.7030000000000003,259.0,3.9284,0.0,1025.51,Mostly cloudy starting in the morning continuing until night.
2006-02-07 00:00:00.000 +0100,Clear,snow,-11.083333333333336,-14.755555555555553,0.8,6.021400000000001,331.0,15.7297,0.0,1028.77,Mostly cloudy starting in the morning.
2006-03-28 00:00:00.000 +0200,Partly Cloudy,rain,10.277777777777779,10.277777777777779,0.82,11.0768,221.0,15.7297,0.0,1012.28,Mostly cloudy starting overnight and breezy in the afternoon.
2008-04-04 00:00:00.000 +0200,Clear,rain,7.194444444444446,5.072222222222224,0.73,11.1734,0.0,9.9015,0.0,1016.82,Mostly cloudy starting overnight and breezy in the morning.
2010-03-05 00:00:00.000 +0100,Overcast,rain,2.244444444444444,-2.438888888888889,0.72,20.3665,9.0,6.2951000000000015,0.0,1010.04,Mostly cloudy starting overnight and breezy starting in the afternoon continuing until evening.
2012-10-07 00:00:00.000 +0200,Clear,rain,13.222222222222221,13.222222222222221,0.81,6.262900000000001,161.0,14.9086,0.0,1016.69,Mostly cloudy starting overnight and breezy starting in the evening.
2007-07-30 00:00:00.000 +0200,Partly Cloudy,rain,18.338888888888892,18.338888888888892,0.62,0.0,0.0,15.826300000000002,0.0,1009.21,Mostly cloudy starting overnight and breezy starting in the morning continuing until afternoon.
2006-09-15 00:00:00.000 +0200,Clear,rain,17.07222222222222,17.07222222222222,0.64,14.2807,129.0,9.982,0.0,0.0,Mostly cloudy starting overnight continuing until afternoon.
2008-11-22 00:00:00.000 +0100,Overcast,rain,5.511111111111113,2.466666666666665,0.82,14.5383,300.0,15.826300000000002,0.0,992.73,Mostly cloudy starting overnight continuing until evening and breezy starting overnight continuing until morning.
2006-02-27 00:00:00.000 +0100,Overcast,snow,-1.7388888888888885,-6.950000000000001,0.85,17.2109,271.0,4.3631,0.0,1011.24,Mostly cloudy starting overnight continuing until evening.
2009-08-03 00:00:00.000 +0200,Clear,rain,26.66666666666667,27.216666666666665,0.52,17.71,160.0,16.1,0.0,1012.1,Mostly cloudy starting overnight continuing until morning.
2010-12-09 00:00:00.000 +0100,Overcast,rain,12.638888888888891,12.638888888888891,0.83,17.404100000000003,190.0,11.9784,0.0,1005.0,Mostly cloudy starting overnight continuing until night and breezy starting in the morning continuing until evening.
2006-04-26 00:00:00.000 +0200,Clear,rain,13.311111111111114,13.311111111111114,0.82,3.5420000000000007,73.0,15.826300000000002,0.0,1018.44,Mostly cloudy starting overnight continuing until night.
2006-03-23 00:00:00.000 +0100,Overcast,rain,9.905555555555557,7.855555555555557,0.92,14.6349,10.0,14.812000000000001,0.0,1002.88,Mostly cloudy throughout the day and breezy in the afternoon.
2006-01-22 00:00:00.000 +0100,Overcast,rain,0.5666666666666684,0.5666666666666684,0.92,3.815700000000001,234.0,11.8013,0.0,1020.35,Mostly cloudy throughout the day and breezy in the evening.
2006-03-04 00:00:00.000 +0100,Partly Cloudy,rain,4.861111111111111,0.0777777777777781,0.68,27.9013,190.0,15.826300000000002,0.0,1005.03,Mostly cloudy throughout the day and breezy in the morning.
2007-11-12 00:00:00.000 +0100,Mostly Cloudy,rain,7.1722222222222225,3.0388888888888883,0.71,28.33600000000001,281.0,15.826300000000002,0.0,1003.25,Mostly cloudy throughout the day and breezy overnight.
2013-02-24 00:00:00.000 +0100,Overcast,rain,6.138888888888888,1.7000000000000013,0.82,28.2555,120.0,15.8746,0.0,1009.34,Mostly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2013-12-09 00:00:00.000 +0100,Mostly Cloudy,rain,0.6111111111111119,-1.4722222222222214,0.88,6.44,211.0,16.1,0.0,1028.95,Mostly cloudy throughout the day and breezy starting in the afternoon.
2012-12-14 00:00:00.000 +0100,Mostly Cloudy,snow,-6.061111111111112,-12.316666666666668,0.75,17.114300000000004,140.0,15.826300000000002,0.0,1025.71,Mostly cloudy throughout the day and breezy starting in the evening continuing until night.
2008-01-22 00:00:00.000 +0100,Partly Cloudy,rain,2.338888888888889,-0.6666666666666663,0.89,10.706500000000002,182.0,4.9910000000000005,0.0,1013.75,Mostly cloudy throughout the day and breezy starting in the evening.
2007-11-07 00:00:00.000 +0100,Partly Cloudy,rain,3.338888888888888,0.3888888888888905,0.85,11.382700000000002,203.0,9.9015,0.0,1021.27,Mostly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2007-02-03 00:00:00.000 +0100,Partly Cloudy,snow,-3.2222222222222228,-5.711111111111113,0.92,6.0053,211.0,15.826300000000002,0.0,1027.31,Mostly cloudy throughout the day and breezy starting in the morning continuing until evening.
2009-10-14 00:00:00.000 +0200,Mostly Cloudy,rain,5.5555555555555545,1.6777777777777796,0.7,20.93,300.0,16.1,0.0,1011.2,Mostly cloudy throughout the day and breezy starting in the morning continuing until night.
2009-12-01 00:00:00.000 +0100,Breezy and Overcast,rain,11.666666666666664,11.666666666666664,0.61,35.42,150.0,16.1,0.0,1006.7,Mostly cloudy throughout the day and breezy starting overnight continuing until afternoon.
2009-12-25 00:00:00.000 +0100,Mostly Cloudy,rain,11.111111111111109,11.111111111111109,0.77,25.76,160.0,15.134000000000002,0.0,1003.6,Mostly cloudy throughout the day and breezy starting overnight continuing until morning.
2007-01-29 00:00:00.000 +0100,Overcast,rain,2.7777777777777777,-1.7555555555555555,0.71,20.285999999999998,240.0,15.826300000000002,0.0,1015.02,Mostly cloudy throughout the day and windy starting in the morning continuing until evening.
2008-01-27 00:00:00.000 +0100,Mostly Cloudy,rain,0.1222222222222216,-2.2277777777777787,0.84,6.9552000000000005,207.0,14.9086,0.0,1025.7,Mostly cloudy throughout the day and windy starting in the morning continuing until night.
2006-04-10 00:00:00.000 +0200,Partly Cloudy,rain,10.42222222222222,10.42222222222222,0.62,16.985500000000002,150.0,15.826300000000002,0.0,1014.4,Mostly cloudy throughout the day.
2006-01-10 00:00:00.000 +0100,Mostly Cloudy,snow,-1.2055555555555566,-1.2055555555555566,0.85,3.0751,310.0,9.982,0.0,1033.17,Mostly cloudy until afternoon.
2015-03-06 00:00:00.000 +0100,Overcast,rain,3.816666666666665,-1.2999999999999998,0.64,28.1267,20.0,16.1,0.0,1026.22,Mostly cloudy until evening and breezy in the afternoon.
2013-09-03 00:00:00.000 +0200,Partly Cloudy,rain,13.433333333333335,13.433333333333335,0.72,6.6332,258.0,16.1,0.0,1021.88,Mostly cloudy until evening and breezy in the evening.
2008-03-13 00:00:00.000 +0100,Overcast,rain,9.377777777777778,6.922222222222223,0.8,17.001600000000003,290.0,9.982,0.0,1007.04,Mostly cloudy until evening and breezy starting in the morning continuing until afternoon.
